"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"3CCYBW9V","journalArticle","","Karama S, Lecours AR","Areas of brain activation in males and females. During viewing of erotic film excerpts","","","","10.1002/hbm.10014","","Various lines of evidence indicate that men generally experience greater sexual arousal (SA) to erotic stimuli than women. Yet, little is known regarding the neurobiological processes underlying such a gender difference. To investigate this issue, functional magnetic resonance imaging was used to compare the neural correlates of SA in 20 male and 20 female subjects. Brain activity was measured while male and female subjects were viewing erotic film excerpts. Results showed that the level of perceived SA was significantly higher in male than in female subjects, When compared to viewing emotionally neutral film excerpts, viewing erotic film excerpts was associated, for both genders, With bilateral blood oxygen level dependant (BOLD) signal increases in the anterior cingulate, media! prefrontal, orbitofrontal, insular, and occipitotemporal cortices, as well as in the amygdala and the ventral striatum. Only for the group of male subjects was there evidence of a significant activation of the thalamus and hypothalamus, a sexually dimorphic area of the brain known to play a pivotal role in physiological arousal and sexual behavior. When directly compared between genders, hypothalamic activation was found to be significantly greater in male subjects. furthermore, for male subjects only, the magnitude of hypothalamic activation Was positively correlated with reported levels of SA. These findings reveal the existence of similarities and dissimilarities in the way the brain of both genders responds to erotic stimuli. They further suggest that the greater SA generally experienced by men, when viewing erotica, may be related to the functional gender difference found here With respect to the hypothalamus.","","2023-11-10 12:46:24","2023-12-01 15:09:20","","","","","","","","","","","","","","","","","","","","","","PMID: 11870922.0","","","","fMRI; Pattern Classification Given Behavioural Categories","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8T7TDYYQ","journalArticle","","Ossewaarde Lindsey, Qin Shaozheng","Stress-induced reduction in reward-related prefrontal cortex function","","","","10.1016/j.neuroimage.2010.11.068","","Acute psychological stress can trigger normal and abnormal motivated behaviors such as reward seeking, habitual behavior, and drug craving. Animal research suggests that such effects may result from actions of catecholamines and glucocorticoids that converge in brain regions that regulate motivated behaviors and incentive processing. At present, however, little is known about the acute effects of stress on these circuits in humans. During functional magnetic resonance imaging (fMRI), twenty-seven healthy young women performed a modified version of the monetary incentive delay (MID) task, which is known to robustly engage ventral striatal and medial prefrontal regions. To induce psychological stress, strongly aversive movie clips (versus neutral movie clips) were shown with the instruction to imagine being an eyewitness. Physiological (cortisol levels, heart rate frequency, and heart rate variability) and subjective measurements confirmed successful induction of moderate levels of acute psychological stress. Brain imaging data revealed that stress induction resulted in a significant decrease in reward-related responses in the medial prefrontal cortex (PFC) without affecting ventral striatal responses. Our results thus show that acute psychological stress induces regionally specific changes in functioning of incentive processing circuits. This regional specificity is in line with animal data showing inverted U-shaped relations between levels of stress-related neuromodulators and functioning of the PFC, a structure that is believed to be critical for coordinating behavior in accordance with higher order internal goals. Our findings thus suggest that stress-related increases in habitual and reward-seeking behaviors may be triggered primarily by an impairment of such PFC-dependent cognitive control mechanisms. (C) 2010 Elsevier Inc. All rights reserved.","","2023-11-10 12:46:24","2023-11-10 12:46:24","","","","","","","","","","","","","","","","","","","","","","PMID: 21126593.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4X2W84T2","journalArticle","","Axelrod Vadim, Rozier Camille","Intracranial study in humans: Neural spectral changes during watching comedy movie of Charlie Chaplin","","","","10.1016/j.neuropsychologia.2023.108558","","Humor plays a prominent role in our lives. Thus, understanding the cognitive and neural mechanisms of humor is particularly important. Previous studies that investigated neural substrates of humor used functional MRI and to a lesser extent EEG. In the present study, we conducted intracranial recording in human patients, enabling us to obtain the signal with high temporal precision from within specific brain locations. Our analysis focused on the temporal lobe and the surrounding areas, the temporal lobe was most densely covered in our recording. Thirteen patients watched a fragment of a Charlie Chaplin movie. An independent group of healthy participants rated the same movie fragment, helping us to identify the most funny and the least funny frames of the movie. We compared neural activity occurring during the most funny and least funny frames across frequencies in the range of 1-170 Hz. The most funny compared to least funny parts of the movie were associated with activity modulation in the broadband high-gamma (70-170 Hz; mostly activation) and to a lesser extent gamma band (40-69Hz; activation) and low frequencies (1-12 Hz, delta, theta, alpha bands; mostly deactivation). With regard to regional specificity, we found three types of brain areas: (I) temporal pole, middle and inferior temporal gyrus (both anterior and posterior) in which there was both activation in the high-gamma/gamma bands and deactivation in low frequencies; (II) ventral part of the temporal lobe such as the fusiform gyrus, in which there was mostly deactivation the low frequencies; (III) posterior temporal cortex and its environment, such as the middle occipital and the temporo-parietal junction, in which there was activation in the high-gamma/gamma band. Overall, our results suggest that humor appreciation might be achieved by neural activity across the frequency spectrum.","","2023-11-10 12:46:24","2023-11-10 12:46:24","","","","","","","","","","","","","","","","","","","","","","PMID: 37061128.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UBJ57E23","journalArticle","","Hyder Rasha, Hojlund Andreas","Objective assessment of automatic language comprehension mechanisms in the brain: Novel E/MEG paradigm","","","","10.1111/psyp.13543","","Assessing the brain activity related to language comprehension is required in a range of situations. Particularly in cases when subjects' cooperation with instructions cannot be guaranteed (e.g., in neurological patients), a protocol is needed that could be independent from attention and behavioral tasks. In this study, we aimed at designing a novel approach for neuromagnetic recordings of brain activity which could allow for probing the neural foundations underpinning three key levels of speech comprehension: lexical, semantic, and (morpho)syntactic, without requiring active attention on speech input or any active task, while keeping the recording session duration as short as possible. To this end, we designed two different auditory paradigms using the same set of single word-based lexical, semantic, and syntactic contrasts: a modified version of the multifeature oddball paradigm and an equiprobable design. Combined magnetoencephalography/electroencephalography data were recorded form young, healthy participants, presented with these stimuli while watching a silent movie. Data from the equiprobable design yielded significant activations in temporal and inferior frontal areas associated with the lexical, semantic, and morphosyntactic contrasts. In turn, neural dissociations observed in the multifeature paradigm emerged mainly in temporal cortices, and were confined to the lexical and semantic conditions with a striking lack of any statistically significant effects for syntactic violations. Our findings indicate that, by employing the equiprobable design, a comprehensive range of key linguistic processes could be assessed in a passive, attention-free manner within a relatively short time (here, similar to 27 min), thus making this paradigm a time-efficient and patient-friendly tool.","","2023-11-10 12:46:24","2023-11-10 12:46:24","","","","","","","","","","","","","","","","","","","","","","PMID: 32057113.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G6PTPS69","journalArticle","","Hasson U, Nir Y.","Intersubject synchronization of cortical activity during natural vision","","","","10.1126/science.1089506","","To what extent do all brains work alike during natural conditions? We explored this question by letting Five subjects freely view half an hour of a popular movie while undergoing functional brain imaging. Applying an unbiased analysis in which spatiotemporal activity patterns in one brain were used to model activity in another brain, we found a striking level of voxel-by-voxel synchronization between individuals, not only in primary and secondary visual and auditory areas but also in association cortices. The results reveal a surprising tendency of individual brains to tick collectively during natural vision. The intersubject synchronization consisted of a widespread cortical activation pattern correlated with emotionally arousing scenes and regionally selective components. The characteristics of these activations were revealed with the use of an open-ended reverse-correlation approach, which inverts the conventional analysis by letting the brain signals themselves pick up the optimal stimuli for each specialized cortical area.","","2023-11-10 12:46:24","2023-11-10 12:46:24","","","","","","","","","","","","","","","","","","","","","","PMID: 15016991.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DRWJEMQC","journalArticle","","Achim Amelie M., Deschamps Isabelle","The neural correlates of referential communication: Taking advantage of sparse-sampling fMRI to study verbal communication with a real interaction partner","","","","10.1016/j.bc.2021.105801","","This paper introduces an innovative functional magnetic resonance imaging (fMRI) protocol to study real verbal interactions while limiting the impact of speech-related movement artefacts. This protocol is based on a sparse sampling acquisition technique and allowed participants to complete a referential communication task with a real interaction partner. During verbal interactions, speakers adjust their verbal productions depending on their interlocutors' knowledge of the referents being mentioned. These adjustments have been linked to theory of mind (ToM), the ability to infer other's mental states. We thus sought to determine if the brain regions supporting ToM would also be activated during a referential communication task in which participants have to present movie characters that vary in their likelihood of being known by their interlocutor. This pilot study establishes that the sparse sampling strategy is a viable option to study the neural correlates of referential communication while minimizing movement artefacts. In addition, the brain regions supporting ToM were recruited during the task, though specifically for the conditions where participants could adjust their verbal productions to the interlocutor's likely knowledge of the referent. This study therefore demonstrates the feasibility and relevance of a sparse-sampling approach to study verbal interactions with fMRI, including referential communication.","","2023-11-10 12:46:24","2023-11-10 12:46:24","","","","","","","","","","","","","","","","","","","","","","PMID: 34638049.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HJZ5CGF9","journalArticle","","Dayan Eran, Barliya Avi","Motion cues modulate responses to emotion in movies","","","","10.1038/s41598-018-29111-4","","Film theorists and practitioners suggest that motion can be manipulated in movie scenes to elicit emotional responses in viewers. However, our understanding of the role of motion in emotion perception remains limited. On the one hand, movies continuously depict local motion-movements of objects and humans, which are crucial for generating emotional responses. Movie scenes also frequently portray global motion, mainly induced by large camera movements, global motion being yet another source of information used by the brain during natural vision. Here we used functional MRI to elucidate the contributions of local and global motion to emotion perception during movie viewing. Subjects observed long (1 min) movie segments depicting emotional or neutral content. Brain activity in areas that showed preferential responses to emotional content was strongly linked over time with frame-wide variations in global motion, and to a lesser extent with local motion information. Similarly, stronger responses to emotional content were recorded within regions of interest whose activity was attuned to global and local motion over time. Since global motion fields are experienced during self-motion, we suggest that camera movements may induce illusory self-motion cues in viewers that interact with the movie's narrative and with other emotional cues in generating affective responses.","","2023-11-10 12:46:24","2023-11-10 12:46:24","","","","","","","","","","","","","","","","","","","","","","PMID: 30022121.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZU7535GV","journalArticle","","Eryilmaz Hamdi, Van De Ville Dimitri","Impact of transient emotions on functional connectivity during subsequent resting state: A wavelet correlation approach","","","","10.1016/j.neuroimage.2010.10.021","","The functional properties of resting brain activity are poorly understood, but have generally been related to self-monitoring and introspective processes. Here we investigated how emotionally positive and negative information differentially influenced subsequent brain activity at rest. We acquired fMRI data in 15 participants during rest periods following fearful, joyful, and neutral movies. Several brain regions were more active during resting than during movie-watching, including posterior/anterior cingulate cortices (PCC. ACC), bilateral insula and inferior parietal lobules (IPL). Functional connectivity at different frequency bands was also assessed using a wavelet correlation approach and small-world network analysis. Resting activity in ACC and insula as well as their coupling were strongly enhanced by preceding emotions, while coupling between ventral-medial prefrontal cortex and amygdala was selectively reduced. These effects were more pronounced after fearful than joyful movies for higher frequency bands. Moreover, the initial suppression of resting activity in ACC and insula after emotional stimuli was followed by a gradual restoration over time. Emotions did not affect IPL average activity but increased its connectivity with other regions. These findings reveal specific neural circuits recruited during the recovery from emotional arousal and highlight the complex functional dynamics of default mode networks in emotionally salient contexts. (C) 2010 Elsevier Inc. All rights reserved.","","2023-11-10 12:46:24","2023-11-10 12:46:24","","","","","","","","","","","","","","","","","","","","","","PMID: 20955802.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CZGUQWF2","journalArticle","","Vandewouw Marlee M., Dunkley Benjamin T.","Characterizing Inscapes and resting-state in MEG: Effects in typical and atypical development","","","","10.1016/j.neuroimage.2020.117524","","Examining the brain at rest is a powerful approach used to understand the intrinsic properties of typical and disordered human brain function, yet task-free paradigms are associated with greater head motion, particularly in young and/or clinical populations such as autism spectrum disorder (ASD) and attention-deficit/hyperactivity disorder (ADHD). Inscapes, a non-social and non-verbal movie paradigm, has been introduced to increase attention, thus mitigating head motion, while reducing the task-induced activations found during typical movie watching. Inscapes has not yet been validated for use in magnetoencephalography (MEG), and it has yet to be shown whether its effects are stable in clinical populations. Across typically developing (N = 32) children and adolescents and those with ASD (N = 46) and ADHD (N = 42), we demonstrate that head motion is reduced during Inscapes. Due to the task state evoked by movie paradigms, we also expectedly observed concomitant modulations in local neural activity (oscillatory power) and functional connectivity (phase and envelope coupling) in intrinsic resting-state networks and across the frequency spectra compared to a fixation cross resting-state. Increases in local activity were accompanied by decreases in low-frequency connectivity within and between resting-state networks, primarily the visual network, suggesting that task-state evoked by Inscapes moderates ongoing and spontaneous cortical inhibition that forms the idling intrinsic networks found during a fixation cross resting-state. Importantly, these effects were similar in ASD and ADHD, making Inscapes a well-suited advancement for investigations of resting brain function in young and clinical populations.","","2023-11-10 12:46:24","2023-12-01 15:11:38","","","","","","","","","","","","","","","","","","","","","","PMID: 33147510.0","","","","EEG/MEG; Eye/Head Movements; Functional Connectivity; Modified Movie Stimulus; New Type of Movie Stimuli","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KB4TKW97","journalArticle","","Salmi J., Roine U.","The brains of high functioning autistic individuals do not synchronize with those of others","","","","10.1016/j.nicl.2013.10.011","","Multifaceted and idiosyncratic aberrancies in social cognition characterize autism spectrum disorders (ASDs). To advance understanding of underlying neural mechanisms, we measured brain hemodynamic activity with functional magnetic resonance imaging (fMRI) in individuals with ASD and matched-pair neurotypical (NT) controls while they were viewing a feature film portraying social interactions. Pearson's correlation coefficient was used as a measure of voxelwise similarity of brain activity (InterSubject Correlations-ISCs). Individuals with ASD showed lower ISC than NT controls in brain regions implicated in processing social information including the insula, posterior and anterior cingulate cortex, caudate nucleus, precuneus, lateral occipital cortex, and supramarginal gyrus. Curiously, also within NT group, autism-quotient scores predicted ISC in overlapping areas, including, e.g., supramarginal gyrus and precuneus. In ASD participants, functional connectivity was decreased between the frontal pole and the superior frontal gyrus, angular gyrus, superior parietal lobule, precentral gyrus, precuneus, and anterior/posterior cingulate gyrus. Taken together these results suggest that ISC and functional connectivity measure distinct features of atypical brain function in high-functioning autistic individuals during free viewing of acted social interactions. Our ISC results suggest that the minds of ASD individuals do not 'tick together' with others while perceiving identical dynamic social interactions. (C) 2013 The Authors. Published by Elsevier Inc. Open access under CC BY-NC-ND license.","","2023-11-10 12:46:24","2023-11-10 12:46:24","","","","","","","","","","","","","","","","","","","","","","PMID: 24273731.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QYQPM37U","journalArticle","","Lévesque J, Joanette Y.","Neural correlates of sad feelings in healthy girls","","","","10.1016/S0306-4522(03)00528-1","","Emotional development is indisputably one of the cornerstones of personality development during infancy. According to the differential emotions theory (DET), primary emotions are constituted of three distinct components: the neural-evaluative, the expressive, and the experiential. The DIET further assumes that these three components are biologically based and functional nearly from birth. Such a view entails that the neural substrate of primary emotions must be similar in children and adults. Guided by this assumption of the DET, the present functional magnetic resonance imaging study was conducted to identify the neural correlates of sad feelings in healthy children. Fourteen healthy girls (aged 8-10) were scanned while they watched sad film excerpts aimed at externally inducing a transient state of sadness (activation task). Emotionally neutral film excerpts were also presented to the subjects (reference task). The subtraction of the brain activity measured during the viewing of the emotionally neutral film excerpts from that noted during the viewing of the sad film excerpts revealed that sad feelings were associated with significant bilateral activations of the midbrain, the medial prefrontal cortex (Brodmann area [BA] 10), and the anterior temporal pole (BA 21). A significant locus of activation was also noted in the right ventrolateral prefrontal cortex (BA 47). These results are compatible with those of previous functional neuroimaging studies of sadness in adults. They suggest that the neural substrate underlying the subjective experience of sadness is comparable in children and adults. Such a similitude provides empirical support to the DIET assumption that the neural substrate of primary emotions is biologically based. (C) 2003 IBRO. Published by Elsevier Ltd. All rights reserved.","","2023-11-10 12:46:24","2023-11-10 12:46:24","","","","","","","","","","","","","","","","","","","","","","PMID: 14568016.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"545826VF","journalArticle","","Sternin Avital, McGarry Lucy M.","The effect of repetition on intersubject synchrony assessed with fMRI","","","","10.1016/j.cortex.2023.05.020","","We investigated how repeated exposure to a stimulus affects intersubject synchrony in the brains of young and older adults. We used functional magnetic resonance imaging (fMRI) to measure brain responses to familiar and novel stimuli. Young adults participated in a familiarization paradigm designed to mimic 'natural' exposure while older adults were presented with stimuli they had known for more than 50 years. Intersubject synchrony was calculated to detect common stimulus-driven brain activity across young and older adults as they listened to the novel and familiar stimuli. Contrary to our hypotheses, synchrony was not related to the amount of stimulus exposure; both young and older adults showed more synchrony to novel than to familiar stimuli regardless of whether the stimuli had been heard once, known for a few weeks, or known for more than 50 years. In young adults these synchrony differences were found across the brain in the bilateral temporal lobes, and in the frontal orbital cortex. In older adults the synchrony differences were found only in the bilateral temporal lobes. This reduction may be related to an increase in idiosyncratic responses after exposure to a stimulus but does not seem to be related to how well the stimuli are learned or to differences in attention. Until the effects of repeated exposure on synchrony are fully understood, future studies using intersubject synchrony, where the novelty of the stimuli cannot be guaranteed, may consider exposing all of their participants to the stimuli once before data are collected to mitigate the effects of any systematic differences in stimulus exposure.& COPY; 2023 Elsevier Ltd. All rights reserved.","","2023-11-10 12:46:24","2023-11-10 12:46:24","","","","","","","","","","","","","","","","","","","","","","PMID: 37523965.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MRQL5X38","journalArticle","","Qin Shaozheng, Hermans Erno J.","Acute Psychological Stress Reduces Working Memory-Related Activity in the Dorsolateral Prefrontal Cortex","","","","10.1016/j.biopsych.2009.03.006","","Background: Acute psychological stress impairs higher-order cognitive function such as working memory (WM). Similar impairments are seen in various psychiatric disorders that are associated with higher susceptibility to stress and with prefrontal cortical dysfunctions, suggesting that acute stress may play a potential role in such dysfunctions. However, it remains unknown whether acute stress has immediate effects on WM-related prefrontal activity.Methods: Using functional magnetic resonance imaging (fMRI), we investigated neural activity of 27 healthy female participants during a blocked WM task (numerical N-back) while moderate psychological stress was induced by viewing strongly aversive (vs. neutral) movie material together with a self-referencing instruction. To assess stress manipulation, autonomic and endocrine, as well as subjective, measurements were acquired throughout the experiment.Results: Successfully induced acute stress resulted in significantly reduced WM-related activity in the dorsolateral prefrontal cortex (DLPFC), and was accompanied by less deactivation in brain regions that are jointly referred to as the default mode network.Conclusions: This study demonstrates that experimentally induced acute stress in healthy volunteers results in a reduction of WM-related DLPFC activity and reallocation of neural resources away from executive function networks. These effects may be explained by supraoptimal levels of catecholamines potentially in conjunction with elevated levels of cortisol. A similar mechanism involving acute stress as a mediating factor may play an important role in higher-order cognitive deficits and hypofrontality observed in various psychiatric disorders.","","2023-11-10 12:46:24","2023-12-01 15:13:08","","","","","","","","","","","","","","","","","","","","","","PMID: 19403118.0","","","","Bodily Signals; Movie As Secondary; OUT-OF-SCOPE; Subjective Experience Component","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HN49DL6E","journalArticle","","Magliano Joseph P., Zacks Jeffrey M.","The Impact of Continuity Editing in Narrative Film on Event Segmentation","","","","10.1111/j.1551-6709.2011.01202.x","","Filmmakers use continuity editing to engender a sense of situational continuity or discontinuity at editing boundaries. The goal of this study was to assess the impact of continuity editing on how people perceive the structure of events in a narrative film and to identify brain networks that are associated with the processing of different types of continuity editing boundaries. Participants viewed a commercially produced film and segmented it into meaningful events, while brain activity was recorded with functional magnetic resonance imaging (MRI). We identified three degrees of continuity that can occur at editing locations: edits that are continuous in space, time, and action; edits that are discontinuous in space or time but continuous in action; and edits that are discontinuous in action as well as space or time. Discontinuities in action had the biggest impact on behavioral event segmentation, and discontinuities in space and time had minor effects. Edits were associated with large transient increases in early visual areas. Spatial-temporal changes and action changes produced strikingly different patterns of transient change, and they provided evidence that specialized mechanisms in higher order perceptual processing regions are engaged to maintain continuity of action in the face of spatiotemporal discontinuities. These results suggest that commercial film editing is shaped to support the comprehension of meaningful events that bridge breaks in low-level visual continuity, and even breaks in continuity of spatial and temporal location.","","2023-11-10 12:46:24","2023-11-10 12:46:24","","","","","","","","","","","","","","","","","","","","","","PMID: 21972849.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LP7QBKTR","journalArticle","","Bartels A, Zeki S.","Functional brain mapping during free viewing of natural scenes","","","","10.1002/hbm.10153","","Previous imaging studies have used mostly perceptually abstracted, idealized, or static stimuli to show segregation of function in the cerebral cortex. We wanted to learn whether functional segregation is maintained during more natural, complex, and dynamic conditions when many features have to be processed simultaneously, and identify regions whose activity correlates with the perception of specific features. To achieve this, we used functional magnetic resonance imaging (fMRI) to measure brain activity when human observers viewed freely dynamic natural scenes (a James Bond movie). The intensity with which they perceived different features (color, faces, language, and human bodies) was assessed psychometrically in separate sessions. In all subjects different features were perceived with a high degree of independence over time. We found that the perception of each feature correlated with activity in separate, specialized areas whose activity also varied independently. We conclude that even in natural conditions, when many features have to be processed simultaneously, functional specialization is preserved. Our method thus opens a new way of brain mapping, which allows the localization of a multitude of brain areas based on a single experiment using uncontrolled, natural stimuli. Furthermore, our results show that the intensity of activity in a specialized area is linearly correlated with the intensity of its perceptual experience. This leads us to suggest that each specialized area is directly responsible for the creation of a feature-specific conscious percept (a microconsciousness). (C) 2003 Wiley-Liss, Inc.","","2023-11-10 12:46:24","2023-11-10 12:46:24","","","","","","","","","","","","","","","","","","","","","","PMID: 14755595.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8EHSILDQ","journalArticle","","Parada Mayte, Gerard Marina","Neural Representation of Subjective Sexual Arousal in Men and Women","","","","10.1016/j.jsxm.2016.08.008","","Introduction: Studies investigating brain indices of sexual arousal have begun to elucidate the brain's role in processing subjective arousal; however, most research has focused on men, used discrete ratings of subjective arousal, and used stimuli too short to induce significant arousal in women.Aim: To examine brain regions modulated by changes in subjective sexual arousal (SSA) rating intensity in men and women.Methods: Two groups (20 men, 20 women) viewed movie clips (erotic or humorous) while continuously evaluating changes in their SSA using a Likert-like scale (0 = not aroused, 10 = most aroused) and answering discrete questions about liking the movies and wanting sexual stimulation. Brain activity was measured using functional magnetic resonance imaging.Main Outcome Measures: Blood oxygen level-dependent responses and continuous and discrete measurements of sexual arousal.Results: Erotic movies induced significant SSA in men and women. No sex difference in mean SSA was found in response to the erotic movies on continuous or discrete measurements. Several brain regions were correlated with changes in SSA. Parametric modulation with rating intensity showed a specific group of regions within the parietal lobe that showed significant differences in activity among low, medium, and high SSA.Conclusion: Multiple regions were concordant with changes in SSA; however, a subset of regions in men and women was modulated by SSA intensity, a subset previously linked to attentional processes, monitoring of internal body representation, and processing of sensory information from the genitals. This study highlights that similar brain regions are activated during subjective assessment of sexual arousal in men and women. The data further highlight the fact that SSA is a complex phenomenon made up of multiple interoceptive and attentional processes. Copyright (C) 2016, International Society for Sexual Medicine. Published by Elsevier Inc. All rights reserved.","","2023-11-10 12:46:24","2023-11-10 12:46:24","","","","","","","","","","","","","","","","","","","","","","PMID: 27614922.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9TQF7JA9","journalArticle","","Foudil Samy-Adrien, Kwok Sze Chai","Context-Dependent Coding of Temporal Distance Between Cinematic Events in the Human Precuneus","","","","10.1523/JNEUROSCI.2296-19.2020","","How temporal and contextual information interactively impact on behavior and brain activity during the retrieval of temporal order about naturalistic episodes remains incompletely understood. Here, we used fMRI to examine the effects of contextual signals derived from the content of the movie on the neural correlates underlying memory retrieval of temporal-order in human subjects of both sexes. By contrasting SAME versus DIFF storyline conditions during the retrieval of the temporal order of cinematic events, we found that the activation in the precuneus, as well as behavior, are significantly modulated according to storyline condition, supporting our prediction of contextual information contributing to temporal retrieval. We suggest that the precuneus engages in memory retrieval via reconstructive mechanisms, entailing search within a movie-specific, situational knowledge-structure. Furthermore, information-based analyses of multivoxel activity revealed that the precuneus also contains a context-independent linear representation of temporal distances, consistent with a chronological organization of memory traces. We thus put forward that the retrieval of the temporal-order of naturalistic events encoded in rich and dynamic contexts relies on the joint contribution of chronological and reconstructive mechanisms, both of which rely on the medioposterior parietal cortex in humans.","","2023-11-10 12:46:24","2023-12-01 15:07:00","","","","","","","","","","","","","","","","","","","","","","PMID: 31996453.0","","","","Movie Recalling; OUT-OF-SCOPE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LGS3K2FV","journalArticle","","Kinreich Sivan, Intrator Nathan","Functional cliques in the amygdala and related brain networks driven by fear assessment acquired during movie viewing.","","","","10.1089/brain.2011.0061","","One of the greatest challenges involved in studying the brain mechanisms of fear is capturing the individual's unique instantaneous experience. Brain imaging studies to date commonly sacrifice valuable information regarding the individual real-time conscious experience, especially when focusing on elucidating the amygdala's activity. Here, we assumed that by using a minimally intrusive cue along with applying a robust clustering approach to probe the amygdala, it would be possible to rate fear in real time and to derive the related network of activation. During functional magnetic resonance imaging scanning, healthy volunteers viewed two excerpts from horror movies and were periodically auditory cued to rate their instantaneous experience of I'm scared. Using graph theory and community mathematical concepts, data-driven clustering of the fear-related functional cliques in the amygdala was performed guided by the individually marked periods of heightened fear. Individually tailored functions derived from these amygdala activation cliques were subsequently applied as general linear model predictors to a whole-brain analysis to reveal the correlated networks. Our results suggest that by using a localized robust clustering approach, it is possible to probe activation in the right dorsal amygdala that is directly related to individual real-time emotional experience. Moreover, this fear-evoked amygdala revealed two opposing networks of co-activation and co-deactivation, which correspond to vigilance and rest-related circuits, respectively.","","2023-11-10 12:46:24","2023-11-10 12:46:24","","","","","","","","","","","","","","","","","","","","","","PMID: 22432905.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REWX3HTC","journalArticle","","Schlochtermeier L. H., Pehrs C.","Context matters: Anterior and posterior cortical midline responses to sad movie scenes","","","","10.1016/j.brainres.2016.12.013","","Narrative movies can create powerful emotional responses. While recent research has advanced the understanding of neural networks involved in immersive movie viewing, their modulation within a movie's dynamic context remains inconclusive. In this study, 24 healthy participants passively watched sad scene climaxes taken from 24 romantic comedies, while brain activity was measured using functional magnetic resonance (fMRI). To study effects of context, the sad scene climaxes were presented with either coherent scene context, replaced non-coherent context or without context. In a second viewing, the same clips were rated continuously for sadness. The ratings varied over time with peaks of experienced sadness within the assumed climax intervals. Activations in anterior and posterior cortical midline regions increased if presented with both coherent and replaced context, while activation in the temporal gyri decreased. This difference was more pronounced for the coherent context condition. Psycho Physiological interactions (PPI) analyses showed a context-dependent coupling of midline regions with occipital visual and sub-cortical reward regions. Our results demonstrate the pivotal role of midline structures and their interaction with perceptual and reward areas in processing contextually embedded socio-emotional information in movies. (C) 2017 Elsevier B.V. All rights reserved.","","2023-11-10 12:46:24","2023-12-01 15:11:38","","","","","","","","","","","","","","","","","","","","","","PMID: 27993532.0","","","","Context-Based; Continuous Self-Reporting; Emotional Topology; fMRI; Functional Connectivity; Modified Movie Stimulus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
