PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"37724831","Emotional arousal pattern (EMAP): A new database for modeling momentary subjective and psychophysiological responding to affective stimuli","Eisenbarth H, Oxner M, Shehu HA, Gastrell T, Walsh A, Browne WN, Xue B.","Psychophysiology. 2023 Sep 19:e14446. doi: 10.1111/psyp.14446. Online ahead of print.","Eisenbarth H","Psychophysiology","2023","2023/09/19","","","10.1111/psyp.14446"
"28648889","Mapping between fMRI responses to movies and their natural language annotations","Vodrahalli K, Chen PH, Liang Y, Baldassano C, Chen J, Yong E, Honey C, Hasson U, Ramadge P, Norman KA, Arora S.","Neuroimage. 2018 Oct 15;180(Pt A):223-231. doi: 10.1016/j.neuroimage.2017.06.042. Epub 2017 Jun 23.","Vodrahalli K","Neuroimage","2018","2017/06/27","PMC5742073","NIHMS913111","10.1016/j.neuroimage.2017.06.042"
"28617531","Controlled-release mitomycin C-polylactic acid film prevents epidural scar hyperplasia after laminectomy by inducing fibroblast autophagy and regulating the expression of miRNAs","Wang BB, Xie H, Wu T, Xie N, Wu J, Gu Y, Tang F, Liu J.","Eur Rev Med Pharmacol Sci. 2017 May;21(10):2526-2537.","Wang BB","Eur Rev Med Pharmacol Sci","2017","2017/06/16","","",""
"28545933","Extracting multidimensional stimulus-response correlations using hybrid encoding-decoding of neural activity","Dmochowski JP, Ki JJ, DeGuzman P, Sajda P, Parra LC.","Neuroimage. 2018 Oct 15;180(Pt A):134-146. doi: 10.1016/j.neuroimage.2017.05.037. Epub 2017 May 22.","Dmochowski JP","Neuroimage","2018","2017/05/27","","","10.1016/j.neuroimage.2017.05.037"
"28379608","Neural mechanisms for integrating consecutive and interleaved natural events","Lahnakoski JM, Jääskeläinen IP, Sams M, Nummenmaa L.","Hum Brain Mapp. 2017 Jul;38(7):3360-3376. doi: 10.1002/hbm.23591. Epub 2017 Apr 5.","Lahnakoski JM","Hum Brain Mapp","2017","2017/04/06","PMC6866821","","10.1002/hbm.23591"
"28268455","Improve the generalization of emotional classifiers across time by using training samples from different days","Shuang Liu, Jingjing Tong, Minpeng Xu, Jiajia Yang, Hongzhi Qi, Dong Ming.","Annu Int Conf IEEE Eng Med Biol Soc. 2016 Aug;2016:841-844. doi: 10.1109/EMBC.2016.7590832.","Shuang Liu","Annu Int Conf IEEE Eng Med Biol Soc","2016","2017/03/09","","","10.1109/EMBC.2016.7590832"
"28234785","Noninvasive detection of matrix metalloproteinase-9 in atherosclerotic lesions using technetium-99m-labeled single-photon emission computed tomography in vivo","Wang Z, Deng G, Zhang Z, Huang H, Zhao Y.","Nucl Med Commun. 2017 Apr;38(4):299-305. doi: 10.1097/MNM.0000000000000651.","Wang Z","Nucl Med Commun","2017","2017/02/25","","","10.1097/MNM.0000000000000651"
"28219725","Planar implantable sensor for in vivo measurement of cellular oxygen metabolism in brain tissue","Tsytsarev V, Akkentli F, Pumbo E, Tang Q, Chen Y, Erzurumlu RS, Papkovsky DB.","J Neurosci Methods. 2017 Apr 1;281:1-6. doi: 10.1016/j.jneumeth.2017.02.005. Epub 2017 Feb 20.","Tsytsarev V","J Neurosci Methods","2017","2017/02/22","PMC5407460","NIHMS855718","10.1016/j.jneumeth.2017.02.005"
"29623217","Carbon Nano-Structured Neural Probes Show Promise for Magnetic Resonance Imaging Applications","Cruttenden CE, Taylor JM, Hu S, Zhang Y, Zhu XH, Chen W, Rajamani R.","Biomed Phys Eng Express. 2017;4(1):015001. doi: 10.1088/2057-1976/aa948d. Epub 2017 Nov 27.","Cruttenden CE","Biomed Phys Eng Express","2017","2018/04/07","PMC5880054","NIHMS925011","10.1088/2057-1976/aa948d"
"28011742","The Superior Temporal Sulcus Is Causally Connected to the Amygdala: A Combined TBS-fMRI Study","Pitcher D, Japee S, Rauth L, Ungerleider LG.","J Neurosci. 2017 Feb 1;37(5):1156-1161. doi: 10.1523/JNEUROSCI.0114-16.2016. Epub 2016 Dec 23.","Pitcher D","J Neurosci","2017","2016/12/25","PMC5296794","","10.1523/JNEUROSCI.0114-16.2016"
"27929496","Experimental evaluation of a GPU-based Monte Carlo dose calculation algorithm in the Monaco treatment planning system","Paudel MR, Kim A, Sarfehnia A, Ahmad SB, Beachey DJ, Sahgal A, Keller BM.","J Appl Clin Med Phys. 2016 Nov 8;17(6):230-241. doi: 10.1120/jacmp.v17i6.6455.","Paudel MR","J Appl Clin Med Phys","2016","2016/12/09","PMC5690498","","10.1120/jacmp.v17i6.6455"
"27921074","Initial performance studies of a wearable brain positron emission tomography camera based on autonomous thin-film digital Geiger avalanche photodiode arrays","Schmidtlein CR, Turner JN, Thompson MO, Mandal KC, Häggström I, Zhang J, Humm JL, Feiglin DH, Krol A.","J Med Imaging (Bellingham). 2017 Jan;4(1):011003. doi: 10.1117/1.JMI.4.1.011003. Epub 2016 Nov 22.","Schmidtlein CR","J Med Imaging (Bellingham)","2017","2016/12/07","PMC5118557","","10.1117/1.JMI.4.1.011003"
"27920675","Pyrcca: Regularized Kernel Canonical Correlation Analysis in Python and Its Applications to Neuroimaging","Bilenko NY, Gallant JL.","Front Neuroinform. 2016 Nov 22;10:49. doi: 10.3389/fninf.2016.00049. eCollection 2016.","Bilenko NY","Front Neuroinform","2016","2016/12/07","PMC5118469","","10.3389/fninf.2016.00049"
"27792310","Polymer Thin Films with Tunable Acetylcholine-like Functionality Enable Long-Term Culture of Primary Hippocampal Neurons","Yu SB, Baek J, Choi M, Oh Y, Lee HR, Yu SJ, Lee E, Sohn JW, Im SG, Jon S.","ACS Nano. 2016 Nov 22;10(11):9909-9918. doi: 10.1021/acsnano.6b03527. Epub 2016 Nov 1.","Yu SB","ACS Nano","2016","2016/11/02","","","10.1021/acsnano.6b03527"
"27602806","Graph coarse-graining reveals differences in the module-level structure of functional brain networks","Kujala R, Glerean E, Pan RK, Jääskeläinen IP, Sams M, Saramäki J.","Eur J Neurosci. 2016 Nov;44(9):2673-2684. doi: 10.1111/ejn.13392. Epub 2016 Sep 25.","Kujala R","Eur J Neurosci","2016","2016/09/08","","","10.1111/ejn.13392"
"27779621","A studyforrest extension, simultaneous fMRI and eye gaze recordings during prolonged natural stimulation","Hanke M, Adelhöfer N, Kottke D, Iacovella V, Sengupta A, Kaule FR, Nigbur R, Waite AQ, Baumgartner F, Stadler J.","Sci Data. 2016 Oct 25;3:160092. doi: 10.1038/sdata.2016.92.","Hanke M","Sci Data","2016","2016/10/26","PMC5079121","","10.1038/sdata.2016.92"
"27323928","Brain hemodynamic activity during viewing and re-viewing of comedy movies explained by experienced humor","Jääskeläinen IP, Pajula J, Tohka J, Lee HJ, Kuo WJ, Lin FH.","Sci Rep. 2016 Jun 21;6:27741. doi: 10.1038/srep27741.","Jääskeläinen IP","Sci Rep","2016","2016/06/22","PMC4914983","","10.1038/srep27741"
"27123442","Magnetic Resonance Imaging of Postoperative Fracture Healing Process without Metal Artifact: A Preliminary Report of a Novel Animal Model","Jin Z, Guan Y, Yu G, Sun Y.","Biomed Res Int. 2016;2016:1429892. doi: 10.1155/2016/1429892. Epub 2016 Mar 31.","Jin Z","Biomed Res Int","2016","2016/04/29","PMC4830717","","10.1155/2016/1429892"
"27080658","Tinnitus- and Task-Related Differences in Resting-State Networks","Lanting C, WoźAniak A, van Dijk P, Langers DRM.","Adv Exp Med Biol. 2016;894:175-187. doi: 10.1007/978-3-319-25474-6_19.","Lanting C","Adv Exp Med Biol","2016","2016/04/16","","","10.1007/978-3-319-25474-6_19"
"27065832","Linear Discriminant Analysis Achieves High Classification Accuracy for the BOLD fMRI Response to Naturalistic Movie Stimuli","Mandelkow H, de Zwart JA, Duyn JH.","Front Hum Neurosci. 2016 Mar 31;10:128. doi: 10.3389/fnhum.2016.00128. eCollection 2016.","Mandelkow H","Front Hum Neurosci","2016","2016/04/12","PMC4815557","","10.3389/fnhum.2016.00128"
"26876960","Polymer thick film technology for improved simultaneous dEEG/MRI recording: Safety and MRI data quality","Poulsen C, Wakeman DG, Atefi SR, Luu P, Konyn A, Bonmassar G.","Magn Reson Med. 2017 Feb;77(2):895-903. doi: 10.1002/mrm.26116. Epub 2016 Feb 15.","Poulsen C","Magn Reson Med","2017","2016/02/16","PMC4985508","NIHMS746528","10.1002/mrm.26116"
"26843649","Color-Biased Regions of the Ventral Visual Pathway Lie between Face- and Place-Selective Regions in Humans, as in Macaques","Lafer-Sousa R, Conway BR, Kanwisher NG.","J Neurosci. 2016 Feb 3;36(5):1682-97. doi: 10.1523/JNEUROSCI.3164-15.2016.","Lafer-Sousa R","J Neurosci","2016","2016/02/05","PMC4737777","","10.1523/JNEUROSCI.3164-15.2016"
"26740919","Scene unseen: Disrupted neuronal adaptation in melancholia during emotional film viewing","Hyett MP, Parker GB, Guo CC, Zalesky A, Nguyen VT, Yuen T, Breakspear M.","Neuroimage Clin. 2015 Oct 24;9:660-7. doi: 10.1016/j.nicl.2015.10.011. eCollection 2015.","Hyett MP","Neuroimage Clin","2015","2016/01/08","PMC4660155","","10.1016/j.nicl.2015.10.011"
"26647849","Intrusive memories to traumatic footage: the neural basis of their encoding and involuntary recall","Clark IA, Holmes EA, Woolrich MW, Mackay CE.","Psychol Med. 2016 Feb;46(3):505-18. doi: 10.1017/S0033291715002007. Epub 2015 Dec 9.","Clark IA","Psychol Med","2016","2015/12/10","PMC4697303","","10.1017/S0033291715002007"
"26636762","Treatment Planning and Delivery of Whole Brain Irradiation with Hippocampal Avoidance in Rats","Cramer CK, Yoon SW, Reinsvold M, Joo KM, Norris H, Hood RC, Adamson JD, Klein RC, Kirsch DG, Oldham M.","PLoS One. 2015 Dec 4;10(12):e0143208. doi: 10.1371/journal.pone.0143208. eCollection 2015.","Cramer CK","PLoS One","2015","2015/12/05","PMC4670078","","10.1371/journal.pone.0143208"
"26604273","The Temporal Pole Top-Down Modulates the Ventral Visual Stream During Social Cognition","Pehrs C, Zaki J, Schlochtermeier LH, Jacobs AM, Kuchinke L, Koelsch S.","Cereb Cortex. 2017 Jan 1;27(1):777-792. doi: 10.1093/cercor/bhv226.","Pehrs C","Cereb Cortex","2017","2015/11/26","","","10.1093/cercor/bhv226"
"26440605","Interactions Between the Prefrontal Cortex and Attentional Systems During Volitional Affective Regulation: An Effective Connectivity Reappraisal Study","Ligeza TS, Wyczesany M, Tymorek AD, Kamiński M.","Brain Topogr. 2016 Mar;29(2):253-61. doi: 10.1007/s10548-015-0454-2. Epub 2015 Oct 6.","Ligeza TS","Brain Topogr","2016","2015/10/07","PMC4754317","","10.1007/s10548-015-0454-2"
"26429501","3D Light-Sheet Fluorescence Microscopy of Cranial Neurons and Vasculature during Zebrafish Embryogenesis","Park OK, Kwak J, Jung YJ, Kim YH, Hong HS, Hwang BJ, Kwon SH, Kee Y.","Mol Cells. 2015 Nov;38(11):975-81. doi: 10.14348/molcells.2015.0160. Epub 2015 Oct 2.","Park OK","Mol Cells","2015","2015/10/03","PMC4673412","","10.14348/molcells.2015.0160"
"26257660","Mental Imagery and Post-Traumatic Stress Disorder: A Neuroimaging and Experimental Psychopathology Approach to Intrusive Memories of Trauma","Clark IA, Mackay CE.","Front Psychiatry. 2015 Jul 22;6:104. doi: 10.3389/fpsyt.2015.00104. eCollection 2015.","Clark IA","Front Psychiatry","2015","2015/08/11","PMC4510312","","10.3389/fpsyt.2015.00104"
"26029133","Is it the real deal? Perception of virtual characters versus humans: an affective cognitive neuroscience perspective","de Borst AW, de Gelder B.","Front Psychol. 2015 May 12;6:576. doi: 10.3389/fpsyg.2015.00576. eCollection 2015.","de Borst AW","Front Psychol","2015","2015/06/02","PMC4428060","","10.3389/fpsyg.2015.00576"
"26029037","The neural processing of hierarchical structure in music and speech at different timescales","Farbood MM, Heeger DJ, Marcus G, Hasson U, Lerner Y.","Front Neurosci. 2015 May 12;9:157. doi: 10.3389/fnins.2015.00157. eCollection 2015.","Farbood MM","Front Neurosci","2015","2015/06/02","PMC4429236","","10.3389/fnins.2015.00157"
"25962953","A New Paradigm for Individual Subject Language Mapping: Movie-Watching fMRI","Tie Y, Rigolo L, Ozdemir Ovalioglu A, Olubiyi O, Doolin KL, Mukundan S Jr, Golby AJ.","J Neuroimaging. 2015 Sep-Oct;25(5):710-20. doi: 10.1111/jon.12251. Epub 2015 May 12.","Tie Y","J Neuroimaging","2015","2015/05/13","PMC4537682","NIHMS674150","10.1111/jon.12251"
"25956219","Use of an advanced 3-T MRI movie to investigate articulation","Nunthayanon K, Honda E, Shimazaki K, Ohmori H, Inoue-Arai MS, Kurabayashi T, Ono T.","Oral Surg Oral Med Oral Pathol Oral Radiol. 2015 Jun;119(6):684-94. doi: 10.1016/j.oooo.2015.03.003. Epub 2015 Mar 25.","Nunthayanon K","Oral Surg Oral Med Oral Pathol Oral Radiol","2015","2015/05/10","","","10.1016/j.oooo.2015.03.003"
"25889824","Cellular uptake and in vitro antitumor efficacy of composite liposomes for neutron capture therapy","Peters T, Grunewald C, Blaickner M, Ziegner M, Schütz C, Iffland D, Hampel G, Nawroth T, Langguth P.","Radiat Oncol. 2015 Feb 22;10:52. doi: 10.1186/s13014-015-0342-7.","Peters T","Radiat Oncol","2015","2015/04/19","PMC4349485","","10.1186/s13014-015-0342-7"
"25820341","The transverse diameter of the chest on routine radiographs reliably estimates gestational age and weight in premature infants","Dietz KR, Zhang L, Seidel FG.","Pediatr Radiol. 2015 Aug;45(9):1303-7. doi: 10.1007/s00247-015-3332-x. Epub 2015 Mar 28.","Dietz KR","Pediatr Radiol","2015","2015/03/31","","","10.1007/s00247-015-3332-x"
"25767616","Magnetoliposomes loaded with poly-unsaturated fatty acids as novel theranostic anti-inflammatory formulations","Calle D, Negri V, Ballesteros P, Cerdán S.","Theranostics. 2015 Feb 15;5(5):489-503. doi: 10.7150/thno.10069. eCollection 2015.","Calle D","Theranostics","2015","2015/03/14","PMC4350011","","10.7150/thno.10069"
"25734990","Sensitization of trigeminal brainstem pathways in a model for tear deficient dry eye","Rahman M, Okamoto K, Thompson R, Katagiri A, Bereiter DA.","Pain. 2015 May;156(5):942-950. doi: 10.1097/j.pain.0000000000000135.","Rahman M","Pain","2015","2015/03/04","PMC4402282","NIHMS662996","10.1097/j.pain.0000000000000135"
"25695154","Widespread correlation patterns of fMRI signal across visual cortex reflect eccentricity organization","Arcaro MJ, Honey CJ, Mruczek RE, Kastner S, Hasson U.","Elife. 2015 Feb 19;4:e03952. doi: 10.7554/eLife.03952.","Arcaro MJ","Elife","2015","2015/02/20","PMC4337732","","10.7554/eLife.03952"
"25662868","Optimizing methods for linking cinematic features to fMRI data","Kauttonen J, Hlushchuk Y, Tikka P.","Neuroimage. 2015 Apr 15;110:136-48. doi: 10.1016/j.neuroimage.2015.01.063. Epub 2015 Feb 7.","Kauttonen J","Neuroimage","2015","2015/02/10","","","10.1016/j.neuroimage.2015.01.063"
"25631055","Changes in Effective Connectivity Between Dorsal and Ventral Prefrontal Regions Moderate Emotion Regulation","Morawetz C, Bode S, Baudewig J, Kirilina E, Heekeren HR.","Cereb Cortex. 2016 May;26(5):1923-1937. doi: 10.1093/cercor/bhv005. Epub 2015 Jan 28.","Morawetz C","Cereb Cortex","2016","2015/01/30","","","10.1093/cercor/bhv005"
"25579448","Functional MRI mapping of dynamic visual features during natural viewing in the macaque","Russ BE, Leopold DA.","Neuroimage. 2015 Apr 1;109:84-94. doi: 10.1016/j.neuroimage.2015.01.012. Epub 2015 Jan 9.","Russ BE","Neuroimage","2015","2015/01/13","PMC4339453","NIHMS657362","10.1016/j.neuroimage.2015.01.012"
"25571125","Multimodal emotion recognition using EEG and eye tracking data","Zheng WL, Dong BN, Lu BL.","Annu Int Conf IEEE Eng Med Biol Soc. 2014;2014:5040-3. doi: 10.1109/EMBC.2014.6944757.","Zheng WL","Annu Int Conf IEEE Eng Med Biol Soc","2014","2015/01/09","","","10.1109/EMBC.2014.6944757"
"25570123","EEG-based emotion recognition with manifold regularized extreme learning machine","Peng Y, Zhu JY, Zheng WL, Lu BL.","Annu Int Conf IEEE Eng Med Biol Soc. 2014;2014:974-7. doi: 10.1109/EMBC.2014.6943755.","Peng Y","Annu Int Conf IEEE Eng Med Biol Soc","2014","2015/01/09","","","10.1109/EMBC.2014.6943755"
"25460277","Resonant marker design and fabrication techniques for device visualization during interventional magnetic resonance imaging","Kaiser M, Detert M, Rube MA, El-Tahir A, Elle OJ, Melzer A, Schmidt B, Rose GH.","Biomed Tech (Berl). 2015 Apr;60(2):89-103. doi: 10.1515/bmt-2013-0097.","Kaiser M","Biomed Tech (Berl)","2015","2014/12/03","","","10.1515/bmt-2013-0097"
"25312771","The coupling of cerebral blood flow and oxygen metabolism with brain activation is similar for simple and complex stimuli in human primary visual cortex","Griffeth VE, Simon AB, Buxton RB.","Neuroimage. 2015 Jan 1;104:156-62. doi: 10.1016/j.neuroimage.2014.10.003. Epub 2014 Oct 13.","Griffeth VE","Neuroimage","2015","2014/10/15","PMC4361075","NIHMS638492","10.1016/j.neuroimage.2014.10.003"
"25288171","Distinct iEEG activity patterns in temporal-limbic and prefrontal sites induced by emotional intentionality","Singer N, Podlipsky I, Esposito F, Okon-Singer H, Andelman F, Kipervasser S, Neufeld MY, Goebel R, Fried I, Hendler T.","Cortex. 2014 Nov;60:121-38. doi: 10.1016/j.cortex.2014.07.021. Epub 2014 Aug 14.","Singer N","Cortex","2014","2014/10/08","PMC4840261","NIHMS685650","10.1016/j.cortex.2014.07.021"
"25242726","The Naïve and the Distrustful: state dependency of hippocampal computations in manipulative memory distortion","Ludmer R, Edelson MG, Dudai Y.","Hippocampus. 2015 Feb;25(2):240-52. doi: 10.1002/hipo.22369. Epub 2014 Oct 30.","Ludmer R","Hippocampus","2015","2014/09/23","","","10.1002/hipo.22369"
"25132020","Face processing regions are sensitive to distinct aspects of temporal sequence in facial dynamics","Reinl M, Bartels A.","Neuroimage. 2014 Nov 15;102 Pt 2:407-15. doi: 10.1016/j.neuroimage.2014.08.011. Epub 2014 Aug 12.","Reinl M","Neuroimage","2014","2014/08/19","","","10.1016/j.neuroimage.2014.08.011"
"24910071","Reversal of cortical information flow during visual imagery as compared to visual perception","Dentico D, Cheung BL, Chang JY, Guokas J, Boly M, Tononi G, Van Veen B.","Neuroimage. 2014 Oct 15;100:237-43. doi: 10.1016/j.neuroimage.2014.05.081. Epub 2014 Jun 6.","Dentico D","Neuroimage","2014","2014/06/10","PMC4310722","NIHMS606466","10.1016/j.neuroimage.2014.05.081"
"24903993","Clodronate-superparamagnetic iron oxide-containing liposomes attenuate renal injury in rats with severe acute pancreatitis","Dang SC, Zeng YH, Wang PJ, Chen BD, Chen RF, Kumar Singh A, Kumar P, Feng S, Cui L, Wang H, Zhang JX.","J Zhejiang Univ Sci B. 2014 Jun;15(6):556-65. doi: 10.1631/jzus.B1300244.","Dang SC","J Zhejiang Univ Sci B","2014","2014/06/07","PMC4116861","","10.1631/jzus.B1300244"
"24706557","Posterior parietal cortex activity reflects the significance of others' actions during natural viewing","Salmi J, Glerean E, Jääskeläinen IP, Lahnakoski JM, Kettunen J, Lampinen J, Tikka P, Sams M.","Hum Brain Mapp. 2014 Sep;35(9):4767-76. doi: 10.1002/hbm.22510. Epub 2014 Apr 5.","Salmi J","Hum Brain Mapp","2014","2014/04/08","PMC6869835","","10.1002/hbm.22510"
"24625540","Performance of a multi-axis ionization chamber array in a 1.5 T magnetic field","Smit K, Kok JG, Lagendijk JJ, Raaymakers BW.","Phys Med Biol. 2014 Apr 7;59(7):1845-55. doi: 10.1088/0031-9155/59/7/1845. Epub 2014 Mar 14.","Smit K","Phys Med Biol","2014","2014/03/15","","","10.1088/0031-9155/59/7/1845"
"24531052","Intersubject consistency of cortical MEG signals during movie viewing","Lankinen K, Saari J, Hari R, Koskinen M.","Neuroimage. 2014 May 15;92:217-24. doi: 10.1016/j.neuroimage.2014.02.004. Epub 2014 Feb 12.","Lankinen K","Neuroimage","2014","2014/02/18","","","10.1016/j.neuroimage.2014.02.004"
"24508191","Temporo-frontal phase synchronization supports hierarchical network for mismatch negativity","MacLean SE, Ward LM.","Clin Neurophysiol. 2014 Aug;125(8):1604-17. doi: 10.1016/j.clinph.2013.12.109. Epub 2014 Jan 11.","MacLean SE","Clin Neurophysiol","2014","2014/02/11","","","10.1016/j.clinph.2013.12.109"
"24486815","Children having magnetic resonance imaging: A preparatory storybook and audio/visual media are preferable to anesthesia or deep sedation","Törnqvist E, Månsson Å, Hallström I.","J Child Health Care. 2015 Sep;19(3):359-69. doi: 10.1177/1367493513518374. Epub 2014 Jan 31.","Törnqvist E","J Child Health Care","2015","2014/02/04","","","10.1177/1367493513518374"
"24460762","Frontal alpha asymmetry and sexually motivated states","Prause N, Staley C, Roberts V.","Psychophysiology. 2014 Mar;51(3):226-35. doi: 10.1111/psyp.12173. Epub 2014 Jan 27.","Prause N","Psychophysiology","2014","2014/01/28","","","10.1111/psyp.12173"
"24324432","A hardware model of the auditory periphery to transduce acoustic signals into neural activity","Tateno T, Nishikawa J, Tsuchioka N, Shintaku H, Kawano S.","Front Neuroeng. 2013 Nov 26;6:12. doi: 10.3389/fneng.2013.00012. eCollection 2013.","Tateno T","Front Neuroeng","2013","2013/12/11","PMC3840400","","10.3389/fneng.2013.00012"
"24216250","DataHigh: graphical user interface for visualizing and interacting with high-dimensional neural activity","Cowley BR, Kaufman MT, Butler ZS, Churchland MM, Ryu SI, Shenoy KV, Yu BM.","J Neural Eng. 2013 Dec;10(6):066012. doi: 10.1088/1741-2560/10/6/066012. Epub 2013 Nov 12.","Cowley BR","J Neural Eng","2013","2013/11/13","PMC3950756","NIHMS543489","10.1088/1741-2560/10/6/066012"
"24194828","Audio-visual perception of 3D cinematography: an fMRI study using condition-based and computation-based analyses","Ogawa A, Bordier C, Macaluso E.","PLoS One. 2013 Oct 23;8(10):e76003. doi: 10.1371/journal.pone.0076003. eCollection 2013.","Ogawa A","PLoS One","2013","2013/11/07","PMC3806767","","10.1371/journal.pone.0076003"
"23994758","Novel method for screening of enteric film coatings properties with magnetic resonance imaging","Dorożyński P, Jamróz W, Niwiński K, Kurek M, Węglarz WP, Jachowicz R, Kulinowski P.","Int J Pharm. 2013 Nov 18;456(2):569-71. doi: 10.1016/j.ijpharm.2013.08.004. Epub 2013 Aug 28.","Dorożyński P","Int J Pharm","2013","2013/09/03","","","10.1016/j.ijpharm.2013.08.004"
"23979910","Comparison of tumor neovasculature-targeted paramagnetic nanoliposomes for MRI in mice xenograft models","Xu QH, Shi JY, Zhang J, Sun YF, Chang AH, Zhao YM, Cai WJ, Liu D, Zhou CC, Fan LH, Su B.","Clin Transl Oncol. 2014 Apr;16(4):395-401. doi: 10.1007/s12094-013-1091-4. Epub 2013 Aug 27.","Xu QH","Clin Transl Oncol","2014","2013/08/28","","","10.1007/s12094-013-1091-4"
"23915304","Development of a novel lipidic nanoparticle probe using liposomal encapsulated Gd₂O₃-DEG for molecular MRI","Zohdiaghdam R, Riyahi-Alam N, Moghimi HR, Haghgoo S, Alinaghi A, Azizian G, Ghanaati H, Gorji E, Rafiei B.","J Microencapsul. 2013;30(7):613-23. doi: 10.3109/02652048.2013.770095. Epub 2013 Aug 5.","Zohdiaghdam R","J Microencapsul","2013","2013/08/07","","","10.3109/02652048.2013.770095"
"23734202","Listening to an audio drama activates two processing networks, one for all sounds, another exclusively for speech","Boldt R, Malinen S, Seppä M, Tikka P, Savolainen P, Hari R, Carlson S.","PLoS One. 2013 May 29;8(5):e64489. doi: 10.1371/journal.pone.0064489. Print 2013.","Boldt R","PLoS One","2013","2013/06/05","PMC3667190","","10.1371/journal.pone.0064489"
"23314730","A saliency-based bottom-up visual attention model for dynamic scenes analysis","Ramirez-Moreno DF, Schwartz O, Ramirez-Villegas JF.","Biol Cybern. 2013 Apr;107(2):141-60. doi: 10.1007/s00422-012-0542-2. Epub 2013 Jan 12.","Ramirez-Moreno DF","Biol Cybern","2013","2013/01/15","","","10.1007/s00422-012-0542-2"
"23168718","The role of resting frontal EEG asymmetry in psychopathology: afferent or efferent filter?","Gatzke-Kopp LM, Jetha MK, Segalowitz SJ.","Dev Psychobiol. 2014 Jan;56(1):73-85. doi: 10.1002/dev.21092. Epub 2012 Nov 20.","Gatzke-Kopp LM","Dev Psychobiol","2014","2012/11/22","","","10.1002/dev.21092"
"23138047","Cortex-based inter-subject analysis of iEEG and fMRI data sets: application to sustained task-related BOLD and gamma responses","Esposito F, Singer N, Podlipsky I, Fried I, Hendler T, Goebel R.","Neuroimage. 2013 Feb 1;66:457-68. doi: 10.1016/j.neuroimage.2012.10.080. Epub 2012 Nov 6.","Esposito F","Neuroimage","2013","2012/11/10","","","10.1016/j.neuroimage.2012.10.080"
"23123633","The neural basis of non-native speech perception in bilingual children","Archila-Suerte P, Zevin J, Ramos AI, Hernandez AE.","Neuroimage. 2013 Feb 15;67:51-63. doi: 10.1016/j.neuroimage.2012.10.023. Epub 2012 Nov 2.","Archila-Suerte P","Neuroimage","2013","2012/11/06","PMC5942220","NIHMS417820","10.1016/j.neuroimage.2012.10.023"
"23033438","Regenerative scaffold electrodes for peripheral nerve interfacing","Clements IP, Mukhatyar VJ, Srinivasan A, Bentley JT, Andreasen DS, Bellamkonda RV.","IEEE Trans Neural Syst Rehabil Eng. 2013 Jul;21(4):554-66. doi: 10.1109/TNSRE.2012.2217352. Epub 2012 Sep 28.","Clements IP","IEEE Trans Neural Syst Rehabil Eng","2013","2012/10/04","","","10.1109/TNSRE.2012.2217352"
"22992489","Data-driven analysis of analogous brain networks in monkeys and humans during natural vision","Mantini D, Corbetta M, Romani GL, Orban GA, Vanduffel W.","Neuroimage. 2012 Nov 15;63(3):1107-18. doi: 10.1016/j.neuroimage.2012.08.042. Epub 2012 Aug 21.","Mantini D","Neuroimage","2012","2012/09/21","PMC3472137","NIHMS402591","10.1016/j.neuroimage.2012.08.042"
"22924089","Inter-subject correlation in fMRI: method validation against stimulus-model based analysis","Pajula J, Kauppi JP, Tohka J.","PLoS One. 2012;7(8):e41196. doi: 10.1371/journal.pone.0041196. Epub 2012 Aug 8.","Pajula J","PLoS One","2012","2012/08/28","PMC3414505","","10.1371/journal.pone.0041196"
"22759716","Building virtual reality fMRI paradigms: a framework for presenting immersive virtual environments","Mueller C, Luehrs M, Baecke S, Adolf D, Luetzkendorf R, Luchtmann M, Bernarding J.","J Neurosci Methods. 2012 Aug 15;209(2):290-8. doi: 10.1016/j.jneumeth.2012.06.025. Epub 2012 Jul 1.","Mueller C","J Neurosci Methods","2012","2012/07/05","","","10.1016/j.jneumeth.2012.06.025"
"22593737","The effect of moderate acute psychological stress on working memory-related neural activity is modulated by a genetic variation in catecholaminergic function in humans","Qin S, Cousijn H, Rijpkema M, Luo J, Franke B, Hermans EJ, Fernández G.","Front Integr Neurosci. 2012 May 11;6:16. doi: 10.3389/fnint.2012.00016. eCollection 2012.","Qin S","Front Integr Neurosci","2012","2012/05/18","PMC3350069","","10.3389/fnint.2012.00016"
"22559794","Functional magnetic resonance imaging phase synchronization as a measure of dynamic functional connectivity","Glerean E, Salmi J, Lahnakoski JM, Jääskeläinen IP, Sams M.","Brain Connect. 2012;2(2):91-101. doi: 10.1089/brain.2011.0068. Epub 2012 Jun 11.","Glerean E","Brain Connect","2012","2012/05/08","PMC3624768","","10.1089/brain.2011.0068"
"22496909","Stimulus-related independent component and voxel-wise analysis of human brain activity during free viewing of a feature film","Lahnakoski JM, Salmi J, Jääskeläinen IP, Lampinen J, Glerean E, Tikka P, Sams M.","PLoS One. 2012;7(4):e35215. doi: 10.1371/journal.pone.0035215. Epub 2012 Apr 5.","Lahnakoski JM","PLoS One","2012","2012/04/13","PMC3320648","","10.1371/journal.pone.0035215"
