PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"27314584","Does preparation of children before MRI reduce the need for anesthesia? Prospective randomized control trial","Rothman S, Gonen A, Vodonos A, Novack V, Shelef I.","Pediatr Radiol. 2016 Oct;46(11):1599-605. doi: 10.1007/s00247-016-3651-6. Epub 2016 Jun 17.","Rothman S","Pediatr Radiol","2016","2016/06/18","","","10.1007/s00247-016-3651-6"
"27276812","[COMBINED POSTERIOR AND ANTERIOR APPROACHES FOR RESECTION OF THORACOLUMBAR SPINAL HUGE DUMBBELL-SHAPED TUMOR]","Shi J, Zhao C, Ding H, Fu B, Niu N, Yue X, Yang Z, He Y.","Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi. 2016 Feb;30(2):183-8.","Shi J","Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi","2016","2016/06/10","","",""
"27221128","Ultrasound assessment for grading structural tendon changes in supraspinatus tendinopathy: an inter-rater reliability study","Ingwersen KG, Hjarbaek J, Eshoej H, Larsen CM, Vobbe J, Juul-Kristensen B.","BMJ Open. 2016 May 24;6(5):e011746. doi: 10.1136/bmjopen-2016-011746.","Ingwersen KG","BMJ Open","2016","2016/05/26","PMC4885468","","10.1136/bmjopen-2016-011746"
"27123442","Magnetic Resonance Imaging of Postoperative Fracture Healing Process without Metal Artifact: A Preliminary Report of a Novel Animal Model","Jin Z, Guan Y, Yu G, Sun Y.","Biomed Res Int. 2016;2016:1429892. doi: 10.1155/2016/1429892. Epub 2016 Mar 31.","Jin Z","Biomed Res Int","2016","2016/04/29","PMC4830717","","10.1155/2016/1429892"
"27107469","Neural correlates of fear-induced sympathetic response associated with the peripheral temperature change rate","Yoshihara K, Tanabe HC, Kawamichi H, Koike T, Yamazaki M, Sudo N, Sadato N.","Neuroimage. 2016 Jul 1;134:522-531. doi: 10.1016/j.neuroimage.2016.04.040. Epub 2016 Apr 19.","Yoshihara K","Neuroimage","2016","2016/04/25","","","10.1016/j.neuroimage.2016.04.040"
"27081416","Spectrum of Inflammatory Changes in the SIJs on Radiographs and MR Images in Patients with Suspected Axial Spondyloarthritis","Sudoł-Szopińska I, Włodkowska-Korytkowska M, Kwiatkowska B.","Pol J Radiol. 2016 Mar 24;81:125-33. doi: 10.12659/PJR.895867. eCollection 2016.","Sudoł-Szopińska I","Pol J Radiol","2016","2016/04/16","PMC4809388","","10.12659/PJR.895867"
"27080658","Tinnitus- and Task-Related Differences in Resting-State Networks","Lanting C, WoźAniak A, van Dijk P, Langers DRM.","Adv Exp Med Biol. 2016;894:175-187. doi: 10.1007/978-3-319-25474-6_19.","Lanting C","Adv Exp Med Biol","2016","2016/04/16","","","10.1007/978-3-319-25474-6_19"
"27065832","Linear Discriminant Analysis Achieves High Classification Accuracy for the BOLD fMRI Response to Naturalistic Movie Stimuli","Mandelkow H, de Zwart JA, Duyn JH.","Front Hum Neurosci. 2016 Mar 31;10:128. doi: 10.3389/fnhum.2016.00128. eCollection 2016.","Mandelkow H","Front Hum Neurosci","2016","2016/04/12","PMC4815557","","10.3389/fnhum.2016.00128"
"26991156","The neural networks of subjectively evaluated emotional conflicts","Rohr CS, Villringer A, Solms-Baruth C, van der Meer E, Margulies DS, Okon-Singer H.","Hum Brain Mapp. 2016 Jun;37(6):2234-46. doi: 10.1002/hbm.23169. Epub 2016 Mar 16.","Rohr CS","Hum Brain Mapp","2016","2016/03/19","PMC6867502","","10.1002/hbm.23169"
"26908249","Rheumatic diseases of the spine: imaging diagnosis","Narváez JA, Hernández-Gañán J, Isern J, Sánchez-Fernández JJ.","Radiologia. 2016 Apr;58 Suppl 1:35-49. doi: 10.1016/j.rx.2016.01.002. Epub 2016 Feb 20.","Narváez JA","Radiologia","2016","2016/02/25","","","10.1016/j.rx.2016.01.002"
"26876960","Polymer thick film technology for improved simultaneous dEEG/MRI recording: Safety and MRI data quality","Poulsen C, Wakeman DG, Atefi SR, Luu P, Konyn A, Bonmassar G.","Magn Reson Med. 2017 Feb;77(2):895-903. doi: 10.1002/mrm.26116. Epub 2016 Feb 15.","Poulsen C","Magn Reson Med","2017","2016/02/16","PMC4985508","NIHMS746528","10.1002/mrm.26116"
"26872220","Optimising EEG-fMRI for Localisation of Focal Epilepsy in Children","Centeno M, Tierney TM, Perani S, Shamshiri EA, StPier K, Wilkinson C, Konn D, Banks T, Vulliemoz S, Lemieux L, Pressler RM, Clark CA, Cross JH, Carmichael DW.","PLoS One. 2016 Feb 12;11(2):e0149048. doi: 10.1371/journal.pone.0149048. eCollection 2016.","Centeno M","PLoS One","2016","2016/02/13","PMC4752259","","10.1371/journal.pone.0149048"
"26863148","Optical Control of Living Cells Electrical Activity by Conjugated Polymers","Martino N, Bossio C, Vaquero Morata S, Lanzani G, Antognazza MR.","J Vis Exp. 2016 Jan 28;(107):e53494. doi: 10.3791/53494.","Martino N","J Vis Exp","2016","2016/02/11","PMC4781708","","10.3791/53494"
"26860834","Decoding power-spectral profiles from FMRI brain activities during naturalistic auditory experience","Hu X, Guo L, Han J, Liu T.","Brain Imaging Behav. 2017 Feb;11(1):253-263. doi: 10.1007/s11682-016-9515-8.","Hu X","Brain Imaging Behav","2017","2016/02/11","","","10.1007/s11682-016-9515-8"
"26843649","Color-Biased Regions of the Ventral Visual Pathway Lie between Face- and Place-Selective Regions in Humans, as in Macaques","Lafer-Sousa R, Conway BR, Kanwisher NG.","J Neurosci. 2016 Feb 3;36(5):1682-97. doi: 10.1523/JNEUROSCI.3164-15.2016.","Lafer-Sousa R","J Neurosci","2016","2016/02/05","PMC4737777","","10.1523/JNEUROSCI.3164-15.2016"
"32063651","Depth of Interaction Calibration and Capabilities in 2×2 Discrete Crystal Arrays and Digital Silicon Photomultipliers","Lehnert AL, Hunter WCJ, Lewellen TK, Miyaoka RS.","IEEE Trans Nucl Sci. 2016 Feb;63(1):4-7. doi: 10.1109/tns.2015.2498524. Epub 2016 Feb 15.","Lehnert AL","IEEE Trans Nucl Sci","2016","2020/02/18","PMC7020910","NIHMS1049013","10.1109/tns.2015.2498524"
"26826515","Brain-based decoding of mentally imagined film clips and sounds reveals experience-based information patterns in film professionals","de Borst AW, Valente G, Jääskeläinen IP, Tikka P.","Neuroimage. 2016 Apr 1;129:428-438. doi: 10.1016/j.neuroimage.2016.01.043. Epub 2016 Jan 27.","de Borst AW","Neuroimage","2016","2016/01/31","","","10.1016/j.neuroimage.2016.01.043"
"26813843","[Magnetic resonance three dimensional sampling perfection with application optimized contrasts using different flip angle evolution sequence for obstructive hydrocephalus: impact on diagnosis and surgical strategy modification]","Song Z, Chen X, Tang Y, Yu X, Li S, Chen X, Peng J, Li F, Zhou D.","Zhonghua Wai Ke Za Zhi. 2015 Nov 1;53(11):860-4.","Song Z","Zhonghua Wai Ke Za Zhi","2015","2016/01/28","","",""
"26750008","[MEDIUM-TERM EFFECTIVENESS OF Waveflex SYSTEM IN TREATMENT OF MULTIPLE LUMBAR DEGENERATIVE DISEASES]","Xue Y, Wang D, Dai W, Ma C, Xia J.","Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi. 2015 Sep;29(9):1104-8.","Xue Y","Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi","2015","2016/01/12","","",""
"26749724","[EFFECTIVENESS OF KNEE EXTENSOR MECHANISM RECONSTRUCTION FOR RECURRENT PATELLAR SUBLUXATION WITH BONE ANCHOR IN ADOLESCENTS]","Li Y, Wang G, Cai G, Jia D, Ji L, He C, Zheng J.","Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi. 2015 Oct;29(10):1204-7.","Li Y","Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi","2015","2016/01/12","","",""
"26740919","Scene unseen: Disrupted neuronal adaptation in melancholia during emotional film viewing","Hyett MP, Parker GB, Guo CC, Zalesky A, Nguyen VT, Yuen T, Breakspear M.","Neuroimage Clin. 2015 Oct 24;9:660-7. doi: 10.1016/j.nicl.2015.10.011. eCollection 2015.","Hyett MP","Neuroimage Clin","2015","2016/01/08","PMC4660155","","10.1016/j.nicl.2015.10.011"
"26736966","An MRI-readable wireless flexible pressure sensor","Nakamura T, Inoue Y, Kim D, Matsuhisa N, Yokota T, Sekitani T, Someya T, Sekino M.","Annu Int Conf IEEE Eng Med Biol Soc. 2015;2015:3173-6. doi: 10.1109/EMBC.2015.7319066.","Nakamura T","Annu Int Conf IEEE Eng Med Biol Soc","2015","2016/01/07","","","10.1109/EMBC.2015.7319066"
"26699587","Characterization of the effect of MRI on Gafchromic film dosimetry","Reyhan ML, Chen T, Zhang M.","J Appl Clin Med Phys. 2015 Nov 8;16(6):325–332. doi: 10.1120/jacmp.v16i6.5743.","Reyhan ML","J Appl Clin Med Phys","2015","2015/12/25","PMC5690986","","10.1120/jacmp.v16i6.5743"
"26686668","Reorganization of functionally connected brain subnetworks in high-functioning autism","Glerean E, Pan RK, Salmi J, Kujala R, Lahnakoski JM, Roine U, Nummenmaa L, Leppämäki S, Nieminen-von Wendt T, Tani P, Saramäki J, Sams M, Jääskeläinen IP.","Hum Brain Mapp. 2016 Mar;37(3):1066-79. doi: 10.1002/hbm.23084. Epub 2015 Dec 21.","Glerean E","Hum Brain Mapp","2016","2015/12/22","PMC6867362","","10.1002/hbm.23084"
"26647849","Intrusive memories to traumatic footage: the neural basis of their encoding and involuntary recall","Clark IA, Holmes EA, Woolrich MW, Mackay CE.","Psychol Med. 2016 Feb;46(3):505-18. doi: 10.1017/S0033291715002007. Epub 2015 Dec 9.","Clark IA","Psychol Med","2016","2015/12/10","PMC4697303","","10.1017/S0033291715002007"
"26636762","Treatment Planning and Delivery of Whole Brain Irradiation with Hippocampal Avoidance in Rats","Cramer CK, Yoon SW, Reinsvold M, Joo KM, Norris H, Hood RC, Adamson JD, Klein RC, Kirsch DG, Oldham M.","PLoS One. 2015 Dec 4;10(12):e0143208. doi: 10.1371/journal.pone.0143208. eCollection 2015.","Cramer CK","PLoS One","2015","2015/12/05","PMC4670078","","10.1371/journal.pone.0143208"
"26614888","Characterizing the Mammography Technologist Workforce in North Carolina","Henderson LM, Marsh MW, Benefield T, Pearsall E, Durham D, Schroeder BF, Bowling JM, Viglione CA, Yankaskas BC.","J Am Coll Radiol. 2015 Dec;12(12 Pt B):1419-26. doi: 10.1016/j.jacr.2015.06.001.","Henderson LM","J Am Coll Radiol","2015","2015/11/29","PMC4743655","NIHMS734282","10.1016/j.jacr.2015.06.001"
"26613652","Spatial-temporal patterns of electrocorticographic spectral changes during midazolam sedation","Nishida M, Zestos MM, Asano E.","Clin Neurophysiol. 2016 Feb;127(2):1223-1232. doi: 10.1016/j.clinph.2015.10.044. Epub 2015 Nov 9.","Nishida M","Clin Neurophysiol","2016","2015/11/29","PMC4747792","NIHMS740428","10.1016/j.clinph.2015.10.044"
"26606553","Dissociable contributions of amygdala and hippocampus to emotion and memory in patients with Alzheimer's disease","Guzmán-Vélez E, Warren DE, Feinstein JS, Bruss J, Tranel D.","Hippocampus. 2016 Jun;26(6):727-38. doi: 10.1002/hipo.22554. Epub 2015 Dec 12.","Guzmán-Vélez E","Hippocampus","2016","2015/11/26","","","10.1002/hipo.22554"
"26604273","The Temporal Pole Top-Down Modulates the Ventral Visual Stream During Social Cognition","Pehrs C, Zaki J, Schlochtermeier LH, Jacobs AM, Kuchinke L, Koelsch S.","Cereb Cortex. 2017 Jan 1;27(1):777-792. doi: 10.1093/cercor/bhv226.","Pehrs C","Cereb Cortex","2017","2015/11/26","","","10.1093/cercor/bhv226"
"26589334","Localizing Pain Matrix and Theory of Mind networks with both verbal and non-verbal stimuli","Jacoby N, Bruneau E, Koster-Hale J, Saxe R.","Neuroimage. 2016 Feb 1;126:39-48. doi: 10.1016/j.neuroimage.2015.11.025. Epub 2015 Nov 14.","Jacoby N","Neuroimage","2016","2015/11/22","PMC4733571","NIHMS742581","10.1016/j.neuroimage.2015.11.025"
"26574501","Spontaneously Emerging Patterns in Human Visual Cortex Reflect Responses to Naturalistic Sensory Stimuli","Wilf M, Strappini F, Golan T, Hahamy A, Harel M, Malach R.","Cereb Cortex. 2017 Jan 1;27(1):750-763. doi: 10.1093/cercor/bhv275.","Wilf M","Cereb Cortex","2017","2015/11/18","","","10.1093/cercor/bhv275"
"26539093","The effects of cardiorespiratory fitness and acute aerobic exercise on executive functioning and EEG entropy in adolescents","Hogan MJ, O'Hora D, Kiefer M, Kubesch S, Kilmartin L, Collins P, Dimitrova J.","Front Hum Neurosci. 2015 Oct 19;9:538. doi: 10.3389/fnhum.2015.00538. eCollection 2015.","Hogan MJ","Front Hum Neurosci","2015","2015/11/06","PMC4609754","","10.3389/fnhum.2015.00538"
"26527023","[Explorations of breast microcalcifications: Guidelines]","Chamming's F, Chopier J, Mathelin C, Chéreau E.","J Gynecol Obstet Biol Reprod (Paris). 2015 Dec;44(10):960-9. doi: 10.1016/j.jgyn.2015.09.038. Epub 2015 Oct 31.","Chamming's F","J Gynecol Obstet Biol Reprod (Paris)","2015","2015/11/04","","","10.1016/j.jgyn.2015.09.038"
"26471198","Thin-film micro-electrode stimulation of the cochlea in rats exposed to aminoglycoside induced hearing loss","Allitt BJ, Harris AR, Morgan SJ, Clark GM, Paolini AG.","Hear Res. 2016 Jan;331:13-26. doi: 10.1016/j.heares.2015.10.003. Epub 2015 Oct 22.","Allitt BJ","Hear Res","2016","2015/10/17","","","10.1016/j.heares.2015.10.003"
"26468196","State and Trait Components of Functional Connectivity: Individual Differences Vary with Mental State","Geerligs L, Rubinov M, Cam-Can, Henson RN.","J Neurosci. 2015 Oct 14;35(41):13949-61. doi: 10.1523/JNEUROSCI.1324-15.2015.","Geerligs L","J Neurosci","2015","2015/10/16","PMC4604231","","10.1523/JNEUROSCI.1324-15.2015"
"26463149","[Solitary hypovascular hepatic nodules: MR characterization and differential diagnosis]","Qian H, Lin G, Ji M, Lu C, Li C.","Zhonghua Zhong Liu Za Zhi. 2015 Jun;37(6):445-50.","Qian H","Zhonghua Zhong Liu Za Zhi","2015","2015/10/15","","",""
"26462677","EEG based time and frequency dynamics analysis of visually induced motion sickness (VIMS)","Arsalan Naqvi SA, Badruddin N, Jatoi MA, Malik AS, Hazabbah W, Abdullah B.","Australas Phys Eng Sci Med. 2015 Dec;38(4):721-9. doi: 10.1007/s13246-015-0379-9.","Arsalan Naqvi SA","Australas Phys Eng Sci Med","2015","2015/10/15","","","10.1007/s13246-015-0379-9"
"26440605","Interactions Between the Prefrontal Cortex and Attentional Systems During Volitional Affective Regulation: An Effective Connectivity Reappraisal Study","Ligeza TS, Wyczesany M, Tymorek AD, Kamiński M.","Brain Topogr. 2016 Mar;29(2):253-61. doi: 10.1007/s10548-015-0454-2. Epub 2015 Oct 6.","Ligeza TS","Brain Topogr","2016","2015/10/07","PMC4754317","","10.1007/s10548-015-0454-2"
"26429501","3D Light-Sheet Fluorescence Microscopy of Cranial Neurons and Vasculature during Zebrafish Embryogenesis","Park OK, Kwak J, Jung YJ, Kim YH, Hong HS, Hwang BJ, Kwon SH, Kee Y.","Mol Cells. 2015 Nov;38(11):975-81. doi: 10.14348/molcells.2015.0160. Epub 2015 Oct 2.","Park OK","Mol Cells","2015","2015/10/03","PMC4673412","","10.14348/molcells.2015.0160"
"26400791","Chronic multichannel neural recordings from soft regenerative microchannel electrodes during gait","Musick KM, Rigosa J, Narasimhan S, Wurth S, Capogrosso M, Chew DJ, Fawcett JW, Micera S, Lacour SP.","Sci Rep. 2015 Sep 24;5:14363. doi: 10.1038/srep14363.","Musick KM","Sci Rep","2015","2015/09/25","PMC4585830","","10.1038/srep14363"
"26377815","Heterogeneity correction for intensity-modulated frameless SRS in pituitary and cavernous sinus tumors: a retrospective study","Shields LB, Bond C, Odom A, Sun DA, Spalding AC.","Radiat Oncol. 2015 Sep 17;10:193. doi: 10.1186/s13014-015-0500-y.","Shields LB","Radiat Oncol","2015","2015/09/18","PMC4574166","","10.1186/s13014-015-0500-y"
"26364958","Determination of the painful level in osteoporotic vertebral fractures--Retrospective comparison between plain film, bone scan, and magnetic resonance imaging","Lin HH, Chou PH, Wang ST, Yu JK, Chang MC, Liu CL.","J Chin Med Assoc. 2015 Dec;78(12):714-8. doi: 10.1016/j.jcma.2015.06.015. Epub 2015 Sep 11.","Lin HH","J Chin Med Assoc","2015","2015/09/15","","","10.1016/j.jcma.2015.06.015"
"26359527","Idiosyncratic responding during movie-watching predicted by age differences in attentional control","Campbell KL, Shafto MA, Wright P, Tsvetanov KA, Geerligs L, Cusack R; Cam-CAN; Tyler LK.","Neurobiol Aging. 2015 Nov;36(11):3045-3055. doi: 10.1016/j.neurobiolaging.2015.07.028. Epub 2015 Aug 6.","Campbell KL","Neurobiol Aging","2015","2015/09/12","PMC4706158","","10.1016/j.neurobiolaging.2015.07.028"
"26349506","""Nutcracker Fracture"" in a Ballet Dancer Performing in The Nutcracker","Carsen S, Quinn BJ, Beck E, Southwick H, Micheli LJ.","J Dance Med Sci. 2015 Sep;19(3):124-7. doi: 10.12678/1089-313X.19.3.124.","Carsen S","J Dance Med Sci","2015","2015/09/10","","","10.12678/1089-313X.19.3.124"
"26324922","Beta oscillations define discrete perceptual cycles in the somatosensory domain","Baumgarten TJ, Schnitzler A, Lange J.","Proc Natl Acad Sci U S A. 2015 Sep 29;112(39):12187-92. doi: 10.1073/pnas.1501438112. Epub 2015 Aug 31.","Baumgarten TJ","Proc Natl Acad Sci U S A","2015","2015/09/02","PMC4593118","","10.1073/pnas.1501438112"
"26316749","In vitro study of novel gadolinium-loaded liposomes guided by GBI-10 aptamer for promising tumor targeting and tumor diagnosis by magnetic resonance imaging","Gu MJ, Li KF, Zhang LX, Wang H, Liu LS, Zheng ZZ, Han NY, Yang ZJ, Fan TY.","Int J Nanomedicine. 2015 Aug 17;10:5187-204. doi: 10.2147/IJN.S84351. eCollection 2015.","Gu MJ","Int J Nanomedicine","2015","2015/08/29","PMC4544817","","10.2147/IJN.S84351"
"26310591","Children's self reported discomforts as participants in clinical research","Staphorst MS, Hunfeld JA, van de Vathorst S, Passchier J, van Goudoever JB; BURDEN-group.","Soc Sci Med. 2015 Oct;142:154-62. doi: 10.1016/j.socscimed.2015.08.019. Epub 2015 Aug 15.","Staphorst MS","Soc Sci Med","2015","2015/08/28","","","10.1016/j.socscimed.2015.08.019"
"26298503","Differences in fMRI intersubject correlation while viewing unedited and edited videos of dance performance","Herbec A, Kauppi JP, Jola C, Tohka J, Pollick FE.","Cortex. 2015 Oct;71:341-8. doi: 10.1016/j.cortex.2015.06.026. Epub 2015 Jul 16.","Herbec A","Cortex","2015","2015/08/24","","","10.1016/j.cortex.2015.06.026"
"26297521","Pseudoparalysis From a Massive Rotator Cuff Tear Is Reliably Reversed With an Arthroscopic Rotator Cuff Repair in Patients Without Preoperative Glenohumeral Arthritis","Denard PJ, Lädermann A, Brady PC, Narbona P, Adams CR, Arrigoni P, Huberty D, Zlatkin MB, Sanders TG, Burkhart SS.","Am J Sports Med. 2015 Oct;43(10):2373-8. doi: 10.1177/0363546515597486. Epub 2015 Aug 21.","Denard PJ","Am J Sports Med","2015","2015/08/23","","","10.1177/0363546515597486"
"26291324","Experience Drives Synchronization: The phase and Amplitude Dynamics of Neural Oscillations to Musical Chords Are Differentially Modulated by Musical Expertise","Pallesen KJ, Bailey CJ, Brattico E, Gjedde A, Palva JM, Palva S.","PLoS One. 2015 Aug 20;10(8):e0134211. doi: 10.1371/journal.pone.0134211. eCollection 2015.","Pallesen KJ","PLoS One","2015","2015/08/21","PMC4546391","","10.1371/journal.pone.0134211"
"26273584","Differences in Velopharyngeal Structure during Speech among Asians Revealed by 3-Tesla Magnetic Resonance Imaging Movie Mode","Nunthayanon K, Honda E, Shimazaki K, Ohmori H, Inoue-Arai MS, Kurabayashi T, Ono T.","Biomed Res Int. 2015;2015:126264. doi: 10.1155/2015/126264. Epub 2015 Jul 26.","Nunthayanon K","Biomed Res Int","2015","2015/08/15","PMC4529892","","10.1155/2015/126264"
"26257660","Mental Imagery and Post-Traumatic Stress Disorder: A Neuroimaging and Experimental Psychopathology Approach to Intrusive Memories of Trauma","Clark IA, Mackay CE.","Front Psychiatry. 2015 Jul 22;6:104. doi: 10.3389/fpsyt.2015.00104. eCollection 2015.","Clark IA","Front Psychiatry","2015","2015/08/11","PMC4510312","","10.3389/fpsyt.2015.00104"
"26249582","MRI-compatible Nb-60Ta-2Zr alloy for vascular stents: Electrochemical corrosion behavior in simulated plasma solution","Li HZ, Zhao X, Xu J.","Mater Sci Eng C Mater Biol Appl. 2015 Nov 1;56:205-14. doi: 10.1016/j.msec.2015.06.027. Epub 2015 Jun 16.","Li HZ","Mater Sci Eng C Mater Biol Appl","2015","2015/08/08","","","10.1016/j.msec.2015.06.027"
"26241922","Liposomes loaded with hydrophilic magnetite nanoparticles: Preparation and application as contrast agents for magnetic resonance imaging","German SV, Navolokin NA, Kuznetsova NR, Zuev VV, Inozemtseva OA, Anis'kov AA, Volkova EK, Bucharskaya AB, Maslyakova GN, Fakhrullin RF, Terentyuk GS, Vodovozova EL, Gorin DA.","Colloids Surf B Biointerfaces. 2015 Nov 1;135:109-115. doi: 10.1016/j.colsurfb.2015.07.042. Epub 2015 Jul 22.","German SV","Colloids Surf B Biointerfaces","2015","2015/08/05","","","10.1016/j.colsurfb.2015.07.042"
"26241683","Inscapes: A movie paradigm to improve compliance in functional magnetic resonance imaging","Vanderwal T, Kelly C, Eilbott J, Mayes LC, Castellanos FX.","Neuroimage. 2015 Nov 15;122:222-32. doi: 10.1016/j.neuroimage.2015.07.069. Epub 2015 Aug 1.","Vanderwal T","Neuroimage","2015","2015/08/05","PMC4618190","NIHMS718045","10.1016/j.neuroimage.2015.07.069"
"26185764","Free-Breathing 3D Imaging of Right Ventricular Structure and Function Using Respiratory and Cardiac Self-Gated Cine MRI","Zhu Y, Liu J, Weinsaft J, Spincemaille P, Nguyen TD, Prince MR, Bao S, Xie Y, Wang Y.","Biomed Res Int. 2015;2015:819102. doi: 10.1155/2015/819102. Epub 2015 Jun 21.","Zhu Y","Biomed Res Int","2015","2015/07/18","PMC4491385","","10.1155/2015/819102"
"26184459","Aberrant functioning of the putamen links delusions, antipsychotic drug dose, and compromised connectivity in first episode psychosis--Preliminary fMRI findings","Raij TT, Mäntylä T, Kieseppä T, Suvisaari J.","Psychiatry Res. 2015 Aug 30;233(2):201-11. doi: 10.1016/j.pscychresns.2015.06.008. Epub 2015 Jun 30.","Raij TT","Psychiatry Res","2015","2015/07/18","","","10.1016/j.pscychresns.2015.06.008"
"26168793","The neural basis of the imitation drive","Hanawa S, Sugiura M, Nozawa T, Kotozaki Y, Yomogida Y, Ihara M, Akimoto Y, Thyreau B, Izumi S, Kawashima R.","Soc Cogn Affect Neurosci. 2016 Jan;11(1):66-77. doi: 10.1093/scan/nsv089. Epub 2015 Jul 13.","Hanawa S","Soc Cogn Affect Neurosci","2016","2015/07/15","PMC4692314","","10.1093/scan/nsv089"
"26143014","Neural evidence that suspense narrows attentional focus","Bezdek MA, Gerrig RJ, Wenzel WG, Shin J, Pirog Revill K, Schumacher EH.","Neuroscience. 2015 Sep 10;303:338-45. doi: 10.1016/j.neuroscience.2015.06.055. Epub 2015 Jul 2.","Bezdek MA","Neuroscience","2015","2015/07/06","","","10.1016/j.neuroscience.2015.06.055"
"26135205","Spin torque oscillator neuroanalog of von Neumann's microwave computer","Hoppensteadt F.","Biosystems. 2015 Oct;136:99-104. doi: 10.1016/j.biosystems.2015.06.006. Epub 2015 Jun 29.","Hoppensteadt F","Biosystems","2015","2015/07/03","","","10.1016/j.biosystems.2015.06.006"
"26126939","Comparative analysis of MDCT and MRI in diagnosing chronic gallstone perforation and ileus","Liang X, Li W, Zhao B, Zhang L, Cheng Y.","Eur J Radiol. 2015 Oct;84(10):1835-42. doi: 10.1016/j.ejrad.2015.06.009. Epub 2015 Jun 18.","Liang X","Eur J Radiol","2015","2015/07/02","","","10.1016/j.ejrad.2015.06.009"
"26120848","Bi-Directional Tuning of Amygdala Sensitivity in Combat Veterans Investigated with fMRI","Brashers-Krug T, Jorge R.","PLoS One. 2015 Jun 29;10(6):e0130246. doi: 10.1371/journal.pone.0130246. eCollection 2015.","Brashers-Krug T","PLoS One","2015","2015/06/30","PMC4488265","","10.1371/journal.pone.0130246"
"26112251","Out-of-sync: disrupted neural activity in emotional circuitry during film viewing in melancholic depression","Guo CC, Nguyen VT, Hyett MP, Parker GB, Breakspear MJ.","Sci Rep. 2015 Jun 26;5:11605. doi: 10.1038/srep11605.","Guo CC","Sci Rep","2015","2015/06/27","PMC4481375","","10.1038/srep11605"
"26060064","Polymer film-nanoparticle composites as new multimodality, non-migrating breast biopsy markers","Kaplan JA, Grinstaff MW, Bloch BN.","Eur Radiol. 2016 Mar;26(3):866-73. doi: 10.1007/s00330-015-3852-7. Epub 2015 Jun 10.","Kaplan JA","Eur Radiol","2016","2015/06/11","","","10.1007/s00330-015-3852-7"
"26057929","Exogenous features versus prior experiences modulate different subregions of the right IPL during episodic memory retrieval","Kwok SC, Macaluso E.","Sci Rep. 2015 Jun 9;5:11248. doi: 10.1038/srep11248.","Kwok SC","Sci Rep","2015","2015/06/10","PMC4460889","","10.1038/srep11248"
"26029133","Is it the real deal? Perception of virtual characters versus humans: an affective cognitive neuroscience perspective","de Borst AW, de Gelder B.","Front Psychol. 2015 May 12;6:576. doi: 10.3389/fpsyg.2015.00576. eCollection 2015.","de Borst AW","Front Psychol","2015","2015/06/02","PMC4428060","","10.3389/fpsyg.2015.00576"
"26029037","The neural processing of hierarchical structure in music and speech at different timescales","Farbood MM, Heeger DJ, Marcus G, Hasson U, Lerner Y.","Front Neurosci. 2015 May 12;9:157. doi: 10.3389/fnins.2015.00157. eCollection 2015.","Farbood MM","Front Neurosci","2015","2015/06/02","PMC4429236","","10.3389/fnins.2015.00157"
"26028138","Comparison of load responsiveness of cartilage T1rho and T2 in porcine knee joints: an experimental loading MRI study","Hamada H, Nishii T, Tamura S, Tanaka H, Wakayama T, Sugano N.","Osteoarthritis Cartilage. 2015 Oct;23(10):1776-9. doi: 10.1016/j.joca.2015.05.019. Epub 2015 May 29.","Hamada H","Osteoarthritis Cartilage","2015","2015/06/02","","","10.1016/j.joca.2015.05.019"
"25977755","Portrayed emotions in the movie ""Forrest Gump""","Labs A, Reich T, Schulenburg H, Boennen M, Mareike G, Golz M, Hartigs B, Hoffmann N, Keil S, Perlow M, Peukmann AK, Rabe LN, von Sobbe FR, Hanke M.","F1000Res. 2015 Apr 13;4:92. doi: 10.12688/f1000research.6230.1. eCollection 2015.","Labs A","F1000Res","2015","2015/05/16","PMC4416536","","10.12688/f1000research.6230.1"
"25970444","Stimulus set meaningfulness and neurophysiological differentiation: a functional magnetic resonance imaging study","Boly M, Sasai S, Gosseries O, Oizumi M, Casali A, Massimini M, Tononi G.","PLoS One. 2015 May 13;10(5):e0125337. doi: 10.1371/journal.pone.0125337. eCollection 2015.","Boly M","PLoS One","2015","2015/05/14","PMC4430458","","10.1371/journal.pone.0125337"
"25962953","A New Paradigm for Individual Subject Language Mapping: Movie-Watching fMRI","Tie Y, Rigolo L, Ozdemir Ovalioglu A, Olubiyi O, Doolin KL, Mukundan S Jr, Golby AJ.","J Neuroimaging. 2015 Sep-Oct;25(5):710-20. doi: 10.1111/jon.12251. Epub 2015 May 12.","Tie Y","J Neuroimaging","2015","2015/05/13","PMC4537682","NIHMS674150","10.1111/jon.12251"
